post_id,timestamp,platform,post_type,content,sentiment,likes,shares,comments,reach,impressions,engagement_rate,date,hour,day_of_week,sentiment_score
195,2024-08-21 22:34:00,Instagram,Image,Disappointed with the product,Negative,590,144,56,15532,38875,5.09,2024-08-21,22,Wednesday,-1
196,2024-09-05 16:29:00,Facebook,Text,Terrible customer service,Negative,143,223,190,6823,92128,8.15,2024-09-05,16,Thursday,-1
197,2024-09-29 05:58:00,Facebook,Text,Outstanding service! Five stars,Positive,844,107,34,36401,98928,2.71,2024-09-29,5,Sunday,1
198,2024-07-19 08:22:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,492,295,18,49192,28619,1.64,2024-07-19,8,Friday,1
199,2024-04-12 13:16:00,TikTok,Text,Best purchase ever! Highly recommend,Positive,1240,13,127,5038,40608,27.39,2024-04-12,13,Friday,1
200,2024-01-18 22:15:00,LinkedIn,Text,Love this product! #amazing,Positive,874,128,83,45409,75019,2.39,2024-01-18,22,Thursday,1
201,2024-05-26 05:48:00,Instagram,Text,Horrible experience. Never again,Negative,998,49,56,29243,79811,3.77,2024-05-26,5,Sunday,-1
202,2024-05-10 18:14:00,LinkedIn,Image,Superb quality! Very happy,Positive,1077,148,129,10866,82978,12.46,2024-05-10,18,Friday,1
203,2024-03-01 05:34:00,TikTok,Text,Great quality! Will buy again,Positive,622,0,21,24768,24416,2.6,2024-03-01,5,Friday,1
204,2024-08-11 04:06:00,TikTok,Video,Amazing product! Exceeded expectations,Positive,399,211,139,35349,36770,2.12,2024-08-11,4,Sunday,1
205,2024-01-19 02:55:00,Instagram,Text,Outstanding service! Five stars,Positive,634,68,14,34028,59843,2.1,2024-01-19,2,Friday,1
206,2024-10-06 23:45:00,Twitter,Video,Terrible experience. Very disappointed,Negative,957,241,26,46824,8989,2.61,2024-10-06,23,Sunday,-1
207,2024-08-17 20:00:00,Instagram,Image,Fantastic experience! Thank you,Positive,1263,208,63,21018,65946,7.3,2024-08-17,20,Saturday,1
208,2024-09-19 07:29:00,Instagram,Image,Disappointed with the product,Negative,504,111,58,21986,80306,3.06,2024-09-19,7,Thursday,-1
209,2024-07-07 01:51:00,LinkedIn,Video,Checking out this new item,Neutral,231,146,91,17858,29678,2.62,2024-07-07,1,Sunday,0
210,2024-01-19 00:59:00,Twitter,Image,Outstanding service! Five stars,Positive,1411,98,64,12280,88427,12.81,2024-01-19,0,Friday,1
211,2024-03-06 10:22:00,Twitter,Text,Worst purchase ever. Total waste,Negative,846,86,49,15095,9334,6.5,2024-03-06,10,Wednesday,-1
212,2024-02-08 12:33:00,Instagram,Text,Love this product! #amazing,Positive,975,29,133,48306,74484,2.35,2024-02-08,12,Thursday,1
213,2024-03-20 10:07:00,TikTok,Image,Amazing product! Exceeded expectations,Positive,279,175,133,38164,92996,1.54,2024-03-20,10,Wednesday,1
214,2024-02-23 04:42:00,Instagram,Text,Excellent service! Very satisfied,Positive,597,274,143,335,31144,302.69,2024-02-23,4,Friday,1
215,2024-02-09 01:05:00,Instagram,Text,Product arrived today,Neutral,135,281,82,35716,26857,1.39,2024-02-09,1,Friday,0
216,2024-07-14 18:59:00,Instagram,Text,Fantastic experience! Thank you,Positive,408,219,77,46636,19211,1.51,2024-07-14,18,Sunday,1
217,2024-01-03 19:14:00,Twitter,Text,Superb quality! Very happy,Positive,577,170,145,3237,42192,27.56,2024-01-03,19,Wednesday,1
218,2024-09-25 04:23:00,LinkedIn,Video,Testing this product,Neutral,3,238,148,4073,80327,9.55,2024-09-25,4,Wednesday,0
219,2024-01-14 18:36:00,TikTok,Text,"It's okay, nothing special",Neutral,586,232,42,44444,8373,1.94,2024-01-14,18,Sunday,0
220,2024-01-05 22:40:00,Facebook,Text,Great quality! Will buy again,Positive,991,319,37,7372,77254,18.27,2024-01-05,22,Friday,1
221,2024-09-20 10:02:00,Twitter,Image,Bad service. Would not recommend,Negative,948,275,189,18383,18923,7.68,2024-09-20,10,Friday,-1
222,2024-03-24 19:04:00,Facebook,Image,Great quality! Will buy again,Positive,177,126,89,13873,29657,2.83,2024-03-24,19,Sunday,1
223,2024-09-09 16:25:00,TikTok,Image,Great quality! Will buy again,Positive,738,150,123,11946,3552,8.46,2024-09-09,16,Monday,1
224,2024-05-24 01:51:00,Facebook,Link,"It's okay, nothing special",Neutral,648,73,53,31929,63983,2.42,2024-05-24,1,Friday,0
225,2024-01-03 09:37:00,LinkedIn,Image,Great quality! Will buy again,Positive,708,289,87,36857,26063,2.94,2024-01-03,9,Wednesday,1
226,2024-01-25 20:17:00,Twitter,Image,Terrible customer service,Negative,174,171,124,6929,44231,6.77,2024-01-25,20,Thursday,-1
227,2024-10-04 01:41:00,Instagram,Text,Superb quality! Very happy,Positive,1071,48,142,16511,70814,7.64,2024-10-04,1,Friday,1
228,2024-02-14 04:38:00,Instagram,Text,Horrible experience. Never again,Negative,432,19,204,10545,92045,6.21,2024-02-14,4,Wednesday,-1
229,2024-10-15 05:12:00,Instagram,Video,Low quality. Not satisfied,Negative,896,257,5,4719,43679,24.54,2024-10-15,5,Tuesday,-1
230,2024-10-02 01:58:00,Twitter,Text,Outstanding service! Five stars,Positive,672,308,124,28998,18951,3.81,2024-10-02,1,Wednesday,1
231,2024-01-22 20:54:00,TikTok,Video,Best purchase ever! Highly recommend,Positive,948,312,14,28688,15138,4.44,2024-01-22,20,Monday,1
232,2024-08-15 04:52:00,LinkedIn,Image,Product as described,Neutral,420,237,105,24380,5734,3.13,2024-08-15,4,Thursday,0
233,2024-03-24 23:56:00,LinkedIn,Text,Excellent service! Very satisfied,Positive,564,287,45,24690,60302,3.63,2024-03-24,23,Sunday,1
234,2024-09-07 09:39:00,Facebook,Video,Worst purchase ever. Total waste,Negative,561,156,124,6640,73536,12.67,2024-09-07,9,Saturday,-1
235,2024-01-12 14:39:00,Facebook,Text,Fantastic experience! Thank you,Positive,534,81,116,16491,61638,4.43,2024-01-12,14,Friday,1
236,2024-10-17 22:49:00,LinkedIn,Text,Terrible experience. Very disappointed,Negative,79,146,173,27993,14344,1.42,2024-10-17,22,Thursday,-1
237,2024-04-11 18:11:00,TikTok,Image,Love this product! #amazing,Positive,1398,315,117,25995,63063,7.04,2024-04-11,18,Thursday,1
238,2024-07-09 11:19:00,Twitter,Image,Outstanding service! Five stars,Positive,520,373,133,46799,7898,2.19,2024-07-09,11,Tuesday,1
239,2024-06-09 08:58:00,Instagram,Link,Amazing product! Exceeded expectations,Positive,1471,354,97,38210,61935,5.03,2024-06-09,8,Sunday,1
240,2024-01-28 17:22:00,Facebook,Image,Great quality! Will buy again,Positive,829,265,141,19807,12581,6.24,2024-01-28,17,Sunday,1
241,2024-07-21 17:05:00,TikTok,Text,Great quality! Will buy again,Positive,672,334,121,10171,10480,11.08,2024-07-21,17,Sunday,1
242,2024-08-01 04:05:00,Facebook,Text,"It's okay, nothing special",Neutral,606,271,40,38143,5569,2.4,2024-08-01,4,Thursday,0
243,2024-06-26 09:52:00,Twitter,Video,Outstanding service! Five stars,Positive,345,41,92,26270,71167,1.82,2024-06-26,9,Wednesday,1
244,2024-02-08 22:45:00,Instagram,Text,Terrible customer service,Negative,648,37,36,28193,42276,2.56,2024-02-08,22,Thursday,-1
245,2024-01-11 01:13:00,Twitter,Text,Product as described,Neutral,829,14,110,46921,66474,2.03,2024-01-11,1,Thursday,0
246,2024-07-27 00:17:00,Facebook,Image,Best purchase ever! Highly recommend,Positive,1468,113,19,3754,67888,42.62,2024-07-27,0,Saturday,1
247,2024-09-02 20:53:00,Instagram,Video,Fantastic experience! Thank you,Positive,33,360,82,41830,96817,1.14,2024-09-02,20,Monday,1
248,2024-04-04 17:26:00,Instagram,Text,Superb quality! Very happy,Positive,1395,283,2,35139,96388,4.78,2024-04-04,17,Thursday,1
249,2024-10-04 06:52:00,TikTok,Image,Terrible customer service,Negative,443,97,96,39662,18516,1.6,2024-10-04,6,Friday,-1
250,2024-10-02 13:54:00,LinkedIn,Text,Amazing product! Exceeded expectations,Positive,847,241,52,44263,22346,2.58,2024-10-02,13,Wednesday,1
251,2024-01-06 06:27:00,Twitter,Video,Fantastic experience! Thank you,Positive,1425,223,47,17136,31971,9.89,2024-01-06,6,Saturday,1
252,2024-08-08 06:41:00,Instagram,Text,Checking out this new item,Neutral,622,126,8,25520,96183,2.96,2024-08-08,6,Thursday,0
253,2024-10-06 14:21:00,LinkedIn,Video,Love this product! #amazing,Positive,9,16,121,43115,23555,0.34,2024-10-06,14,Sunday,1
254,2024-03-20 22:54:00,Instagram,Image,Average experience,Neutral,45,185,135,33043,5152,1.1,2024-03-20,22,Wednesday,0
255,2024-03-05 09:56:00,Twitter,Video,Checking out this new item,Neutral,647,281,61,23727,19159,4.17,2024-03-05,9,Tuesday,0
256,2024-09-12 19:02:00,TikTok,Link,Just received my order,Neutral,217,152,132,17095,23090,2.93,2024-09-12,19,Thursday,0
257,2024-03-27 19:39:00,TikTok,Video,Fantastic experience! Thank you,Positive,1153,349,55,39758,5788,3.92,2024-03-27,19,Wednesday,1
258,2024-07-24 05:44:00,Instagram,Image,Product as described,Neutral,864,172,136,18670,41898,6.28,2024-07-24,5,Wednesday,0
259,2024-01-16 11:06:00,Twitter,Text,Fantastic experience! Thank you,Positive,669,2,136,26488,95575,3.05,2024-01-16,11,Tuesday,1
260,2024-08-16 12:13:00,Twitter,Video,Terrible customer service,Negative,66,266,138,42350,53698,1.11,2024-08-16,12,Friday,-1
261,2024-10-04 14:43:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,636,221,127,14984,16668,6.57,2024-10-04,14,Friday,1
262,2024-07-17 14:56:00,TikTok,Text,Testing this product,Neutral,927,183,15,7276,45053,15.46,2024-07-17,14,Wednesday,0
263,2024-10-02 15:43:00,TikTok,Image,Fantastic experience! Thank you,Positive,1015,85,101,28355,7605,4.24,2024-10-02,15,Wednesday,1
264,2024-06-10 01:11:00,TikTok,Text,"It's okay, nothing special",Neutral,986,232,132,9782,89705,13.8,2024-06-10,1,Monday,0
265,2024-04-14 12:43:00,Facebook,Image,Great quality! Will buy again,Positive,514,24,67,49249,51739,1.23,2024-04-14,12,Sunday,1
266,2024-08-27 03:39:00,LinkedIn,Image,Best purchase ever! Highly recommend,Positive,558,210,25,15175,85778,5.23,2024-08-27,3,Tuesday,1
267,2024-04-20 13:38:00,Twitter,Text,Love this product! #amazing,Positive,1405,68,142,17776,97046,9.09,2024-04-20,13,Saturday,1
268,2024-05-11 19:32:00,TikTok,Text,Fantastic experience! Thank you,Positive,151,187,6,17319,29603,1.99,2024-05-11,19,Saturday,1
269,2024-05-16 09:13:00,Instagram,Link,Disappointed with the product,Negative,625,11,68,26399,13330,2.67,2024-05-16,9,Thursday,-1
270,2024-07-10 19:56:00,Instagram,Text,Love this product! #amazing,Positive,796,144,34,25852,43464,3.77,2024-07-10,19,Wednesday,1
271,2024-06-10 15:29:00,TikTok,Text,Standard quality,Neutral,540,268,127,41614,73601,2.25,2024-06-10,15,Monday,0
272,2024-10-08 20:57:00,Twitter,Text,Poor quality. Not worth the money,Negative,227,56,35,12232,61021,2.6,2024-10-08,20,Tuesday,-1
273,2024-08-16 11:46:00,LinkedIn,Video,Bad service. Would not recommend,Negative,734,264,91,39975,64880,2.72,2024-08-16,11,Friday,-1
274,2024-08-10 04:55:00,LinkedIn,Text,Bad service. Would not recommend,Negative,178,173,42,42635,24972,0.92,2024-08-10,4,Saturday,-1
275,2024-04-18 05:41:00,TikTok,Text,Superb quality! Very happy,Positive,961,236,54,5852,24192,21.38,2024-04-18,5,Thursday,1
276,2024-02-11 14:47:00,LinkedIn,Image,Just received my order,Neutral,479,37,81,6183,71016,9.66,2024-02-11,14,Sunday,0
277,2024-05-03 03:51:00,TikTok,Image,Testing this product,Neutral,81,53,51,2749,26942,6.73,2024-05-03,3,Friday,0
278,2024-01-24 16:42:00,LinkedIn,Text,Fantastic experience! Thank you,Positive,1413,227,59,1835,14276,92.59,2024-01-24,16,Wednesday,1
279,2024-08-04 08:25:00,Twitter,Text,Superb quality! Very happy,Positive,1431,224,91,5402,14514,32.32,2024-08-04,8,Sunday,1
280,2024-08-28 10:14:00,Twitter,Video,Amazing product! Exceeded expectations,Positive,1023,208,17,40676,56622,3.07,2024-08-28,10,Wednesday,1
281,2024-04-07 01:08:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,1051,128,110,24656,4681,5.23,2024-04-07,1,Sunday,1
282,2024-01-15 05:28:00,Facebook,Video,Outstanding service! Five stars,Positive,55,293,7,35581,47972,1.0,2024-01-15,5,Monday,1
283,2024-07-09 01:14:00,TikTok,Image,Love this product! #amazing,Positive,1003,0,2,21690,92232,4.63,2024-07-09,1,Tuesday,1
284,2024-10-04 00:36:00,TikTok,Image,Product arrived today,Neutral,905,63,134,39147,26268,2.82,2024-10-04,0,Friday,0
285,2024-07-23 11:30:00,TikTok,Video,Disappointed with the product,Negative,50,227,140,875,81350,47.66,2024-07-23,11,Tuesday,-1
286,2024-07-15 13:24:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,519,150,27,44970,22353,1.55,2024-07-15,13,Monday,1
287,2024-06-29 09:15:00,Instagram,Image,Best purchase ever! Highly recommend,Positive,426,334,75,4900,67493,17.04,2024-06-29,9,Saturday,1
288,2024-03-11 10:26:00,TikTok,Image,Amazing product! Exceeded expectations,Positive,1200,158,50,42511,91949,3.31,2024-03-11,10,Monday,1
289,2024-08-13 14:00:00,Instagram,Text,Terrible experience. Very disappointed,Negative,555,231,145,4142,9579,22.48,2024-08-13,14,Tuesday,-1
290,2024-04-03 22:26:00,Facebook,Video,Just received my order,Neutral,607,155,115,26097,81142,3.36,2024-04-03,22,Wednesday,0
291,2024-05-11 20:09:00,LinkedIn,Text,Excellent service! Very satisfied,Positive,1287,53,11,33067,16393,4.09,2024-05-11,20,Saturday,1
292,2024-06-19 01:15:00,TikTok,Image,Product arrived today,Neutral,766,147,38,49003,93364,1.94,2024-06-19,1,Wednesday,0
293,2024-06-15 01:10:00,Instagram,Image,Best purchase ever! Highly recommend,Positive,744,356,16,1688,69262,66.11,2024-06-15,1,Saturday,1
294,2024-08-02 02:11:00,TikTok,Video,Product arrived today,Neutral,893,230,123,10481,20378,11.89,2024-08-02,2,Friday,0
295,2024-04-06 17:03:00,LinkedIn,Image,Standard quality,Neutral,235,178,55,44086,8400,1.06,2024-04-06,17,Saturday,0
296,2024-08-19 16:16:00,Instagram,Video,Low quality. Not satisfied,Negative,525,115,89,31979,36274,2.28,2024-08-19,16,Monday,-1
297,2024-10-13 10:10:00,LinkedIn,Text,Superb quality! Very happy,Positive,259,122,64,36076,64147,1.23,2024-10-13,10,Sunday,1
298,2024-03-27 01:38:00,TikTok,Image,Outstanding service! Five stars,Positive,442,360,124,4469,77880,20.72,2024-03-27,1,Wednesday,1
299,2024-08-10 11:14:00,Facebook,Text,Amazing product! Exceeded expectations,Positive,1077,357,77,35130,95809,4.3,2024-08-10,11,Saturday,1
300,2024-07-18 19:11:00,LinkedIn,Text,Product as described,Neutral,212,204,31,9099,84211,4.91,2024-07-18,19,Thursday,0
301,2024-08-29 17:07:00,Facebook,Image,"It's okay, nothing special",Neutral,352,204,95,27631,81125,2.36,2024-08-29,17,Thursday,0
302,2024-08-27 23:39:00,Twitter,Text,Product arrived today,Neutral,342,170,29,29870,33118,1.81,2024-08-27,23,Tuesday,0
303,2024-04-03 16:12:00,LinkedIn,Image,Superb quality! Very happy,Positive,267,218,65,23810,794,2.31,2024-04-03,16,Wednesday,1
304,2024-02-28 20:47:00,Facebook,Text,Outstanding service! Five stars,Positive,1254,105,35,8813,71825,15.82,2024-02-28,20,Wednesday,1
305,2024-03-04 21:46:00,Facebook,Video,Worst purchase ever. Total waste,Negative,517,59,1,11483,31156,5.02,2024-03-04,21,Monday,-1
306,2024-05-06 22:54:00,Facebook,Text,Standard quality,Neutral,172,11,9,31379,41910,0.61,2024-05-06,22,Monday,0
307,2024-09-19 10:44:00,Facebook,Text,Superb quality! Very happy,Positive,796,184,124,2649,99226,41.68,2024-09-19,10,Thursday,1
308,2024-09-07 23:16:00,TikTok,Text,Testing this product,Neutral,760,171,53,23365,7958,4.21,2024-09-07,23,Saturday,0
309,2024-01-16 10:01:00,TikTok,Video,Outstanding service! Five stars,Positive,1053,130,140,15606,59160,8.48,2024-01-16,10,Tuesday,1
310,2024-01-22 02:26:00,Twitter,Video,Superb quality! Very happy,Positive,162,197,28,19356,91476,2.0,2024-01-22,2,Monday,1
311,2024-07-26 14:34:00,Instagram,Text,Disappointed with the product,Negative,69,143,155,35595,43182,1.03,2024-07-26,14,Friday,-1
312,2024-07-20 10:54:00,TikTok,Text,Testing this product,Neutral,980,215,103,6665,74845,19.47,2024-07-20,10,Saturday,0
313,2024-04-21 13:27:00,Instagram,Video,Bad service. Would not recommend,Negative,512,156,140,12942,20224,6.24,2024-04-21,13,Sunday,-1
314,2024-09-05 12:00:00,Facebook,Text,Outstanding service! Five stars,Positive,1299,249,121,21177,52249,7.88,2024-09-05,12,Thursday,1
315,2024-03-09 02:52:00,Instagram,Video,Checking out this new item,Neutral,753,182,48,2945,60525,33.38,2024-03-09,2,Saturday,0
316,2024-05-31 14:28:00,Facebook,Image,Product as described,Neutral,403,253,147,15498,97976,5.18,2024-05-31,14,Friday,0
317,2024-10-08 18:16:00,LinkedIn,Video,Excellent service! Very satisfied,Positive,1023,377,64,19863,46099,7.37,2024-10-08,18,Tuesday,1
318,2024-03-20 21:38:00,Facebook,Image,Terrible experience. Very disappointed,Negative,135,4,134,44794,62700,0.61,2024-03-20,21,Wednesday,-1
319,2024-03-06 15:50:00,Instagram,Image,Best purchase ever! Highly recommend,Positive,694,314,145,5310,12044,21.71,2024-03-06,15,Wednesday,1
320,2024-03-29 07:23:00,Twitter,Text,Average experience,Neutral,133,141,90,43004,96406,0.85,2024-03-29,7,Friday,0
321,2024-09-27 14:53:00,LinkedIn,Video,Low quality. Not satisfied,Negative,606,75,56,46055,93444,1.6,2024-09-27,14,Friday,-1
322,2024-04-13 04:33:00,TikTok,Image,Love this product! #amazing,Positive,75,304,61,2501,82919,17.59,2024-04-13,4,Saturday,1
323,2024-05-15 09:48:00,Facebook,Text,Bad service. Would not recommend,Negative,479,23,205,47331,53331,1.49,2024-05-15,9,Wednesday,-1
324,2024-03-02 14:02:00,TikTok,Text,Love this product! #amazing,Positive,1146,149,97,14910,41461,9.34,2024-03-02,14,Saturday,1
325,2024-05-23 16:47:00,TikTok,Video,Terrible experience. Very disappointed,Negative,985,139,179,14767,73349,8.82,2024-05-23,16,Thursday,-1
326,2024-03-16 21:17:00,TikTok,Video,"It's okay, nothing special",Neutral,450,104,5,39019,57143,1.43,2024-03-16,21,Saturday,0
327,2024-09-21 23:52:00,TikTok,Text,Amazing product! Exceeded expectations,Positive,654,161,141,31251,2252,3.06,2024-09-21,23,Saturday,1
328,2024-09-28 17:34:00,Instagram,Text,Horrible experience. Never again,Negative,249,63,124,43371,39682,1.01,2024-09-28,17,Saturday,-1
329,2024-10-06 14:55:00,LinkedIn,Link,Low quality. Not satisfied,Negative,665,269,84,21928,93780,4.64,2024-10-06,14,Sunday,-1
330,2024-06-02 00:26:00,Instagram,Video,Testing this product,Neutral,535,256,110,11923,24171,7.56,2024-06-02,0,Sunday,0
331,2024-06-09 13:31:00,Facebook,Image,Outstanding service! Five stars,Positive,1443,152,107,23606,21567,7.21,2024-06-09,13,Sunday,1
332,2024-03-15 12:22:00,Twitter,Text,Fantastic experience! Thank you,Positive,1042,179,34,880,95501,142.61,2024-03-15,12,Friday,1
333,2024-01-17 18:35:00,LinkedIn,Image,Excellent service! Very satisfied,Positive,822,35,87,28320,59695,3.33,2024-01-17,18,Wednesday,1
334,2024-06-13 13:26:00,LinkedIn,Text,Low quality. Not satisfied,Negative,720,251,194,5252,64400,22.18,2024-06-13,13,Thursday,-1
335,2024-01-08 20:21:00,Instagram,Link,Outstanding service! Five stars,Positive,690,296,44,8978,68377,11.47,2024-01-08,20,Monday,1
336,2024-04-18 13:49:00,LinkedIn,Video,Love this product! #amazing,Positive,288,353,1,38938,58716,1.65,2024-04-18,13,Thursday,1
337,2024-05-01 08:30:00,Facebook,Image,Terrible customer service,Negative,36,26,142,33682,40127,0.61,2024-05-01,8,Wednesday,-1
338,2024-10-17 04:37:00,LinkedIn,Text,Superb quality! Very happy,Positive,726,140,141,36044,84502,2.79,2024-10-17,4,Thursday,1
339,2024-06-19 18:11:00,LinkedIn,Video,Excellent service! Very satisfied,Positive,1234,71,29,14593,78112,9.14,2024-06-19,18,Wednesday,1
340,2024-10-14 02:50:00,Instagram,Image,Disappointed with the product,Negative,483,162,168,30752,87096,2.64,2024-10-14,2,Monday,-1
341,2024-09-26 21:02:00,Facebook,Text,Poor quality. Not worth the money,Negative,113,46,186,29586,52017,1.17,2024-09-26,21,Thursday,-1
342,2024-05-24 11:57:00,LinkedIn,Link,Excellent service! Very satisfied,Positive,567,327,131,19996,30433,5.13,2024-05-24,11,Friday,1
343,2024-07-23 18:53:00,Facebook,Image,Just received my order,Neutral,753,181,123,24327,23591,4.34,2024-07-23,18,Tuesday,0
344,2024-05-09 05:42:00,LinkedIn,Image,Best purchase ever! Highly recommend,Positive,448,89,64,6006,43910,10.01,2024-05-09,5,Thursday,1
345,2024-08-14 16:35:00,Twitter,Text,Great quality! Will buy again,Positive,496,91,133,17319,69537,4.16,2024-08-14,16,Wednesday,1
346,2024-06-13 11:48:00,TikTok,Text,Outstanding service! Five stars,Positive,991,379,146,2255,43687,67.23,2024-06-13,11,Thursday,1
